,id,corpusName,corpusAcronym,corpusAcronym_comments,corpusLink,corpusLanguage,corpusLanguage_comments,corpusTextCount,"corpusTextCount 
(=Docs in Corpus)_comments",corpusWordCount,"corpusWordCount 
(words in corpus)_comments
[Vera Maria Charvat:
actually: We did not differentiate between words (sometimes not clear if duplicates are included or not) and tokens (all words, including duplicates)]",corpusTimespan,corpusTimespan_comments,corpusFormat/Schema,corpusFormat/Schema_consolidatedVocab,corpusFormat/Schema_comments,corpusAnnotation,corpusAnnotation_consolidatedVocab,corpusLiteraryGenre,corpusLiteraryGenre_consolidatedVocab,corpusLiteraryGenre_comments,corpusType,corpusType_consolidatedVocab,corpusAPI,corpusAPI_comments,corpusLicence,corpusLicence_consolidatedVocab,corpusLicence_comments,corpusReview,additionalLink,additionalLink_comments,additionalInfo / commentary,sourceOfInformation,editor/contributor,descEvent_start,descEvent_end
70,71,Univerzitná Knižnica v Bratislave,UKB,artificial_acronym,http://digitalna.kniznica.info/browse,"Slovak, English, German, Arabic, Estonian, French, Russian, Slovene, Turkish",,99319,,,,,,,,,,,,,,General-Purpose Collection,general,,,,,,,,,,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
71,72,World Digital Library,WDC,artificial_acronym,https://www.loc.gov/collections/world-digital-library/about-this-collection/,,"Susanne Zhanial:
""more than 100 languages, including many lesser known and endangered languages""",18933,,,,1000-2000,,,,"Vera Maria Charvat:
image, compressed data, PDF, online text, video, audio, web page
",,,,,,General-Purpose Collection,general,,,,,"Vera Maria Charvat:
Homepage: ""As a publicly supported institution, we generally do not own the rights to materials in our collections. You should determine for yourself whether or not an item is protected by copyright or in the public domain""",,,,,"Homepage, search catalogue","Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
72,73,Federacja Bibliotek Cyfrowych,FBC,,https://fbc.pionier.net.pl/,"Polish, German, Latin, English, French, Russian, Ukrainian, Lesing-Gelimi, Dutch, Czech ","Vera Maria Charvat:
information derived from search options
",8500000,,,,,,,,,,,,,,General-Purpose Collection,general,,,from public to BY-NC-SA,,,,http://fbc.pionier.net.pl/pro/en/,,,"Homepage, search catalogue","Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
73,74,Open Texts,OpenTexts,,https://opentexts.world/,,"Susanne Zhanial:
85 languages",8000000,,,,from 15th century onwards,"Susanne Zhanial:
from 1455 to modern books
","TXT, PDF, Alto XML","txt, pdf, alto_xml","Vera Maria Charvat:
depends on source, plain text, PDF, Alto XML, IIIF manifest
",,,,,,General-Purpose Collection,general,,,,,,,https://github.com/opentexts/opentexts/,,"Commentary: Search engine; searches many other corpora, such as HaithiTrust, Cambridge University Library, DigitalNZ, etc., see: https://opentexts.world/about",Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
74,75,Travel writings on Italy,TravelItal,artificial_acronym,https://sites.google.com/view/travelwritingsonitaly/home ,English,,30,,,,19.–20. century,,"TEI, TXT","tei, txt",,,,"""travel writing""",epic,,Based on a Research Question,specialized,,,,,"Vera Maria Charvat:
Homepage ""freely available sources""
",,,,Commentary: all texts are also available via project gutenberg;; download of TEI & plain text files: calls for a google-account,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
75,76,Fashist Latin Texts,FLT,,https://flt.hf.uio.no/,Latin,,,"Susanne Zhanial:
counted 102 works",,,1922–1943,,PDF,pdf,,"author, works, themes, inscriptions",,"poetry, prose",lyric,"Susanne Zhanial:
also images available under inscriptions",Digital Critical Edition,digital_critical_edition,,,,,"Vera Maria Charvat:
The copyright for all Latin texts published on this website rests with their original author or publisher
",,,,,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
76,77,"Musisque Deoque. A digital archive of Latin poetry, from its origins to the Italian Renaissance",MQDQ,,https://www.mqdq.it/public/index,Latin,,,,,,,"Vera Maria Charvat:
Homepage ""Latin poetry, from its origins to the Italian Renaissance""
",,,,"search by lemma, form, metrical scan, co-occurrences, metrical typology, distance/order, variants, see also: https://www.mqdq.it/public/ricerca/avanzata","lemma, metrical_scheme, co_occurrence, word_form, variant","poetry, prose",lyric,,Monitor Corpus,monitor,,,,,,,https://www.mqdq.it/public/ce/corpora#HI_anchor,,,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
77,78,Poeti d'Italia in lingua latina,PDI,artificial_acronym,http://mizar.unive.it/poetiditalia/public/,Latin,,,,,,1250–1550,,,,,"word form, metrical scan, distance/order, variants, author, work","word_form, metrical_scheme, variant",poetry,lyric,,Monitor Corpus,monitor,,,,,,,,,Commentary: subcorpus of MQDQ (line 78),Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
78,79,Humanist and Renaissance Italian Poetry in Latin,HIP,artificial_acronym,https://www.perseus.tufts.edu/hopper/collection?collection=Perseus:collection:PDILL,Latin,,,,2802940,"Vera Maria Charvat:
2,802,940 words
","birth of Dante until the first half of the sixteenth century.
",,XML,xml,,,,Italian poetry,lyric,,,,,,,,,,https://www.perseus.tufts.edu/hopper/opensource,Perseus Hopper: https://www.perseus.tufts.edu/hopper/opensource,Commentary: Perseus also hosts other collections: https://www.perseus.tufts.edu/hopper/collections; some texts can be downloaded,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
79,80,NOSCEMUS,NOSCEMUS,,https://wiki.uibk.ac.at/noscemus/Main_Page,Latin,,1500,"Susanne Zhanial:
c. 1500 works towards its end in 2022; currently: 1061 on https://transkribus.eu/r/noscemus/#/staticDirectory
",,,"early modern era, age of Scientific Revolution",,"XML, TXT","xml, txt",,,,selection of early modern works on science written in Latin,epic,,,,,,,,,,https://transkribus.eu/r/noscemus/#/staticDirectory,,,"Wiki, Homepage NOSCEMUS","Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
80,81,LatTy on Zenodo,LatTy,artificial_acronym,https://doi.org/10.5281/zenodo.1454630,Latin,,90,,,,,,"XML, DOCX","xml, docx",,,,Tyrolean Neo-Latin texts,epic,,Based on a Research Question,specialized,,,CC BY 4.0,cc-by-4-0 ,,,https://github.com/nevenjovanovic/latty-cts/tree/1.1.10,,Commentary: downloads possible; XQuery,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
81,82,LatTy under PhiloLogic,LatTyPhilo,artificial_acronym,http://solr.ffzg.hr/philo4/latty2/,Latin,,,"Susanne Zhanial:
project description speaks of 14000 works, see http://www.ffzg.unizg.hr/klafil/dokuwiki/doku.php/z:croatica-et-tyrolensia
",,,Renaissance to present day,,,,,,,Neo-Latin texts,epic,,Digital Critical Edition,digital_critical_edition,,,,,,,http://www.ffzg.unizg.hr/klafil/dokuwiki/doku.php/z:croatica-et-tyrolensia,,Comentary: hardly any information on corpus available on homepage; project description see: http://www.ffzg.unizg.hr/klafil/dokuwiki/doku.php/z:croatica-et-tyrolensia,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
82,83,Academia Gustaviana (1632-1656) ladinakeelse juhuluule tekstikorpus,NeoLat,artificial_acronym,https://philologic.ut.ee/neolatina/,"Latin, Greek",,,,,,1850–1940,,,,,,,Latin and Greek texts,epic,,Digital Critical Edition,digital_critical_edition,,,,,,,,,Commentary: PhiloLogic4,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
83,84,Thomas More Concordances,TMC,artificial_acronym,https://essentialmore.org/concordances/,"Latin, English",,,"Susanne Zhanial:
all of Thomas More's works
",,,,"Susanne Zhanial:
Thomas More: 1478 - 1535; but also works linked to More (Magna Carta - 1215)
",,,,,,works of Thomas More,,,Digital Critical Edition,digital_critical_edition,,,,,,,,,Commentary: downloads as PDFs,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
84,85,"Marko Marulić, Judita and Dauidias",MM,artificial_acronym,https://teipublisher.com/exist/apps/judita-davidias,Latin,,2,,,,1450–1524,,"XML, ePub, PDF, LaTeX, XSL-FO","xml, epub, pdf, latex, xsl_fo",,,,works of Marko Marulic (Marcus Marulus),,,Digital Critical Edition,digital_critical_edition,,,,,,,,,Commentary: downloads possible,Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
85,86,CAMENA on Zenodo,CAMENA,,https://doi.org/10.5281/zenodo.1454036,Latin,,1751,,50458045,"Vera Maria Charvat:
50458045 tokens
",early modern Europe,,XML,xml,,,,"poetry, historical and political writings, letters, dictionaries, handbooks","lyric, epic",,Based on a Research Question,specialized,,,CC-BY-SA-4.0,cc-by-sa-4-0,,,https://github.com/nevenjovanovic/camena-neolatinlit/tree/v0.0.1,,"Commentary: contains five collections: POEMATA, Neo-Latin poetry composed by German authors; HISTORICA & POLITICA, Latin historical and political writing; THESAURUS ERUDITIONIS, a reference collection of dictionaries and handbooks of the period 1500-1750; CERA, printed Latin letters, mostly by German scholars, from the period 1530-1770; and ITALI, works by Italian Renaissance humanists born before 1500. The collection ITALI has no XML files, so it was not included in this repository.; downloads possible",Homepage,"Vera Maria Charvat, Susanne Zhanial, Michal Mrugalski",2022-04-14,2022-06-15
86,87,SLäNDa 2.0,SLäNDa,artificial_acronym,https://lindat.mff.cuni.cz/repository/xmlui/handle/11372/LRT-4739,Swedish,,,,,,,,,,,,,prose,epic,,,,,,,,,,,,"CC BY-NC-SA 4.0; downloads possible; SLäNDa, the Swedish literature corpus of narrative and dialogue, is a corpus made up of eight Swedish literary novels from the 19th and early 20th centuries, manually annotated mainly for different aspects of dialogue. The full annotation also contains other cited materials, like thoughts, signs and letters. The main motivation for including these categories as well, is to be able to identify the main narrative, which is all remaining unannotated text.",Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
87,88,Spoken corpus of Karel Makoň,MakonSpoken,artificial_acronym,http://hdl.handle.net/11234/1-3422,Czech,,,,,,1000 hours,,,,,,,audio;prose; lectures,epic,,Based on a Research Question,,,,CC BY-SA 4.0,cc-by-sa-4-0,,,http://radio.makon.cz/,,Talks of Karel Makoň given to his friends in the course of late sixties through early nineties of the 20th century. The topic is mostly christian mysticism; download possible,Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
88,90,LiFR-Lite,LiFRLite,,http://hdl.handle.net/11234/1-4612,Czech,,91,,,,,,,,,comprehension tests,,literary history book chapters with paraphrases,epic,,Based on a Research Question,,,,CC BY-SA 4.0,cc-by-sa-4-0,,,,,"Corpus of Czech educational texts for readability studies, with paraphrases, measured reading comprehension, and a multi-annotator subjective rating of selected text features based on the Hamburg Comprehensibility Concept",Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
89,91,Annotation of Dramatic Situations in Theater Play Scripts,ADSTPS,artificial_acronym,http://hdl.handle.net/11234/1-4930,Czech,,21,,251124,,,,,,,,,"drama, plays",drama,,Based on a Research Question,,,,,,https://lindat.mff.cuni.cz/repository/xmlui/page/theaitre-license,,http://theaitre.com,,"We defined 58 dramatic situations and annotated them in 19 play scripts. Then we selected only 5 well-recognized dramatic situations and annotated further 33 play scripts. In the previous (first) version, we released 9 play scripts that could be freely distributed. In this (second) version of the data, we are adding another 10 plays for which we have obtained licenses from authors. In total, there are 19 play scripts available, and one of them is annotated three times - independently by three annotators",Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
90,92,Petrarca+,PetrarcaPlus,artificial_acronym,https://lindat.mff.cuni.cz/services/kontext/first_form?corpname=petrarca_it_m,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,LindatClariah's Kontext service. A collection of corpora you can search with CQL and download  your search results but not the corpora as such. ,Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
91,93,Summa Theologiae,SummaTheo,artificial_acronym,https://lindat.mff.cuni.cz/services/kontext/first_form?corpname=summa_la_a,Latin,,,,,,,,,,,,,,,,,,,,,,,,,,LindatClariah's Kontext service. A collection of corpora you can search with CQL and download  your search results but not the corpora as such. ,Lindat Clariah Catalog,Silvie Cinkova,2023-02-01,2023-02-28
92,94,Summa Theologica in English,SummaTheoEN,artificial_acronym,https://lindat.mff.cuni.cz/services/kontext/first_form?corpname=summa_en_a,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
93,95,Teologická Summa,SummaTheaCZ,artificial_acronym,https://lindat.mff.cuni.cz/services/kontext/first_form?corpname=summa_cs_a,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
94,96,Corpus of Czech Verse - Searchable version,CzechVerseSearchable,artificial_acronym,https://lindat.mff.cuni.cz/services/teitok-live/czechverse/,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
95,97,Corpus of Czech Verse -downloadable data,CzechVerseDownloadable,artificial_acronym,https://github.com/versotym/corpusCzechVerse,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
96,98,Macedonian Poetry Corpus - Searchable version,MapCorpSearchable,artificial_acronym,https://lindat.mff.cuni.cz/services/teitok-live/mapcorp/,Macedonian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
97,99,A Human-Annotated Dataset of Scanned Images and OCR Texts from Medieval Documents: Supplementary Materials - searchable version,HusMedSearchable,artificial_acronym,https://lindat.mff.cuni.cz/services/teitok/ocrcz/index.php,"Czech, English, Latin, German",,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
98,100,A Human-Annotated Dataset of Scanned Images and OCR Texts from Medieval Documents: Supplementary Materials,HusMedSupplement,artificial_acronym,http://hdl.handle.net/11234/1-4935,"Czech, English, Latin, German",,880,,,,,,,,,,,,,,,,,,public domain dedication,cc0-1-0,,,"https://nlp.fi.muni.cz/raslan/2022/paper12.pdf, https://nlp.fi.muni.cz/projects/ahisto/ocr-dataset",,,,Silvie Cinkova,2023-02-01,2023-02-28
99,101,Česká elektronická knihovna: Plnotextová databáze české poezie 19. a počátku 20. století - searchable version,CeskaPoesia,artificial_acronym,http://www.ceska-poezie.cz/cek/?id=2&lang=cz,Czech,,,,,,,,,,,,,,,,,,,,,,,,,,,,Silvie Cinkova,2023-02-01,2023-02-28
100,102,"Kanseki Repository
Comprehensive collection of premodern Chinese texts. ",KansekiRepo,artificial_acronym,https://github.com/kanripo,Chinese,,,,,,,,,,,,,,,,,,,,CC BY SA 4.0.,cc-by-sa-4-0,,,https://www.kanripo.org,,"Silvie Cinkova hinted by Pavel Straňák, Lindat Clariah, saying the website looked dead but the repository still updated",,Silvie Cinkova ,2023-02-01,2023-02-28
101,103,Korpus všech textů Karla Čapka,capek_uplny,,www.korpus.cz,Czech,,187,,209748,,,,XML,xml,,"lemma,tag, pos","lemma, pos_tag",,,,,,,,,,,,,,"Searchable within the Czech National Corpus collections, non-downloadable",,Silvie Cinkova ,2023-02-01,2023-02-28
102,104,Korpus prozaických textů Jana Čepa,cep,,www.korpus.cz,Czech,,17,,54840,,,,XML,xml,,"lemma,tag, pos","lemma, pos_tag",,,,,,,,,,,,,,"Searchable within the Czech National Corpus collections, non-downloadable",,Silvie Cinkova,2023-02-01,2023-02-28
103,105,Literary cartographic and quantitative models of Czech prose of the 19th century,CzechProse,artificial_acronym,http://korpusprozy.com/eng-website/index.php,Czech,,,,764 347,,,,,,,,,,,,,,,,,,,,,,downloadable,,Silvie Cinkova,2023-02-01,2023-02-28
104,106,Poesi.as,poesi-as,artificial_acronym,https://github.com/linhd-postdata/poesi.as,Spanish ,,25187,,7918679,,,,Plain text,txt,,,,Poetry,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadablem, Plain text poetic corpora; All Gongora's poems",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
105,107,Gongocorpus,gongocorpus,,https://github.com/linhd-postdata/gongocorpus,Spanish ,,241,,,,,,Plain text,txt,,,,Poetry,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadable, Plain text poetic corpora",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
106,108,Project Gutenberg Poetry Corpora,projectgutenberg-poetry-corpora,,https://github.com/linhd-postdata/projectgutenberg-poetry-corpora,"Dutch, English, French, German, Italian, Portuguese, and Spanish.",,,,,,,,Plain text,txt,,,,Verses,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadable, Plain text poetic corpora; Only verses",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
107,109,Métrique en Ligne Corpus,metrique-en-ligne,,https://github.com/linhd-postdata/metrique-en-ligne,French,,5081,,1850222,,1600s-1900s,,JSON,json,,"metrical information (metrical length), rhyme, metrical profile, and structure","metrical_scheme, rhyme_scheme",Poetry,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadable, JSON poetic corpora; This corpus is a subset in JSON format of the available poems in métrique en ligne",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
108,110,Corpus of Spanish stanzas,spanish-stanzas,,https://github.com/linhd-postdata/stanzas-evalution-public,Spanish,,5005,,,,1600s-1900s,,CSV,csv,,Stanza type (structure),stanza_type,Poetry,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadable, Plain text poetic corpora",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
109,111,PULPO Corpus,PULPO,,https://huggingface.co/datasets/linhd-postdata/pulpo,"French, Italian, Czech, Spanish, English, Arabic, Chinese, Finnish, German, Hungarian, Portuguese, Russian",,,,95000000,~95 million,1600s-1900s,,CSV,csv,,language,,Verses,lyric,,,,,,public domain ,cc0-1-0,,,,,"downloadable, usable with huggingface, Plain text poetic corpora; Only verses",,"Álvaro Pérez, Javier de la Rosa, Salvador Ros",2023-02-01,2023-02-28
110,112,Slovak National Corpus,SNC,,http://korpus.juls.savba.sk/res_en.html,Slovak,,1155742085 records,,,,,,,,,,,,,,,,,,,,,,https://bonito.korpus.sk/run_guest.cgi/first_form,,"contains various subcorpora, needs to be split into single entries in corpusTable; see: http://korpus.juls.savba.sk/structure1_en.html ",Homepage,Vera Maria Charvat,2023-08-08,2023-08-09
